amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2011-03-25,545,Pangani,Tanga,50,VWC,False,1970-01-01 00:00:00.000001975,gravity,never pay,good,seasonal,spring,communal standpipe,functional,3,41
50.0,2013-01-23,425,Ruvuma/Southern Coast,Mtwara,1,VWC,False,1970-01-01 00:00:00.000002009,handpump,per bucket,salty,enough,borehole,hand pump,functional,1,43
50.0,2013-02-09,1094,Internal,Singida,325,WUA,True,1970-01-01 00:00:00.000002012,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,2,43
0.0,2013-02-14,1317,Lake Victoria,Mara,30,Other,True,1970-01-01 00:00:00.000002007,rope pump,unknown,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-07-29,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,7,41
500.0,2011-02-27,1692,Rufiji,Iringa,40,VWC,False,1970-01-01 00:00:00.000002007,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
0.0,2011-08-20,0,Lake Tanganyika,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,borehole,hand pump,functional,8,41
0.0,2012-10-17,0,Internal,Shinyanga,0,Parastatal,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,rainwater harvesting,communal standpipe,non functional,10,42
2400.0,2013-03-01,801,Ruvuma/Southern Coast,Ruvuma,300,WUG,False,1970-01-01 00:00:00.000002010,handpump,annually,good,insufficient,shallow well,hand pump,non functional,3,43
0.0,2013-04-03,1272,Pangani,Arusha,120,VWC,True,1970-01-01 00:00:00.000002002,gravity,unknown,good,insufficient,river/lake,communal standpipe,non functional,4,43
20.0,2013-02-05,1351,Internal,Singida,180,VWC,False,1970-01-01 00:00:00.000001978,motorpump,per bucket,good,enough,borehole,communal standpipe,non functional,2,43
0.0,2012-10-24,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,salty,insufficient,shallow well,hand pump,functional,10,42
0.0,2013-03-03,1098,Pangani,Arusha,130,WUA,False,1970-01-01 00:00:00.000002012,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional,3,43
0.0,2012-10-24,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,10,42
0.0,2011-08-06,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,borehole,hand pump,functional,8,41
0.0,2011-03-13,195,Pangani,Tanga,80,VWC,False,1970-01-01 00:00:00.000001999,gravity,never pay,good,seasonal,spring,communal standpipe,functional,3,41
0.0,2013-01-27,1459,Lake Tanganyika,Kigoma,2500,Water authority,False,1970-01-01 00:00:00.000001994,other,never pay,good,insufficient,spring,other,functional,1,43
0.0,2013-02-13,1207,Lake Tanganyika,Kigoma,140,VWC,False,1970-01-01 00:00:00.000001991,gravity,unknown,good,insufficient,spring,communal standpipe,non functional,2,43
0.0,2011-07-21,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,7,41
0.0,2012-10-26,0,Lake Tanganyika,Shinyanga,0,Parastatal,True,1970-01-01 00:00:00.000000000,gravity,unknown,good,seasonal,rainwater harvesting,hand pump,functional,10,42
500.0,2013-10-03,449,Lake Nyasa,Ruvuma,90,VWC,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,spring,communal standpipe,functional,10,43
0.0,2011-07-29,1704,Lake Tanganyika,Rukwa,400,VWC,False,1970-01-01 00:00:00.000002009,handpump,on failure,good,enough,borehole,hand pump,functional,7,41
0.0,2013-02-02,1907,Internal,Manyara,132,VWC,True,1970-01-01 00:00:00.000002004,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,43
0.0,2012-10-10,0,Internal,Shinyanga,0,Parastatal,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional needs repair,10,42
0.0,2011-03-02,322,Rufiji,Morogoro,1,VWC,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,dry,river/lake,communal standpipe,non functional,3,41
0.0,2013-03-18,-20,Wami/Ruvu,Dar es Salaam,140,VWC,False,1970-01-01 00:00:00.000001980,motorpump,never pay,salty,dry,borehole,communal standpipe,non functional,3,43
0.0,2011-07-31,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,spring,communal standpipe,non functional,7,41
0.0,2013-02-20,960,Rufiji,Ruvuma,120,VWC,True,1970-01-01 00:00:00.000001978,gravity,never pay,good,dry,river/lake,communal standpipe,non functional,2,43
0.0,2013-02-08,1350,Lake Tanganyika,Kigoma,120,Trust,False,1970-01-01 00:00:00.000001970,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional,2,43
0.0,2012-11-08,1338,Lake Victoria,Mara,30,Parastatal,False,1970-01-01 00:00:00.000002012,gravity,unknown,good,seasonal,rainwater harvesting,other,non functional,11,42
0.0,2011-03-14,346,Wami/Ruvu,Morogoro,56,VWC,True,1970-01-01 00:00:00.000002008,other,never pay,salty,insufficient,shallow well,other,non functional,3,41
0.0,2011-07-19,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,monthly,good,seasonal,shallow well,other,non functional,7,41
0.0,2011-07-28,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional needs repair,7,41
0.0,2013-02-12,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,seasonal,shallow well,hand pump,functional,2,43
50.0,2011-03-08,173,Pangani,Tanga,200,VWC,False,1970-01-01 00:00:00.000001983,handpump,per bucket,salty,insufficient,shallow well,hand pump,functional,3,41
600.0,2013-01-27,800,Lake Tanganyika,Kigoma,200,WUG,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,river/lake,communal standpipe,functional,1,43
1000.0,2013-01-28,791,Lake Tanganyika,Rukwa,700,VWC,True,1970-01-01 00:00:00.000001995,handpump,monthly,salty,insufficient,borehole,hand pump,functional needs repair,1,43
0.0,2011-03-09,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-01-08,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,functional,1,41
0.0,2011-07-23,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,enough,borehole,hand pump,functional,7,41
0.0,2013-03-08,1610,Lake Victoria,Mara,600,Other,True,1970-01-01 00:00:00.000002012,submersible,never pay,good,insufficient,shallow well,communal standpipe,functional,3,43
0.0,2013-02-01,1884,Internal,Manyara,211,VWC,True,1970-01-01 00:00:00.000002009,handpump,never pay,good,enough,borehole,hand pump,functional,2,43
0.0,2011-11-03,2215,Lake Nyasa,Iringa,100,VWC,False,1970-01-01 00:00:00.000001999,gravity,on failure,good,enough,spring,communal standpipe,functional,11,41
0.0,2012-10-13,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,other,unknown,good,insufficient,shallow well,hand pump,functional needs repair,10,42
6.0,2013-06-03,1569,Pangani,Kilimanjaro,25,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,6,43
0.0,2011-07-16,1495,Lake Tanganyika,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001984,other,unknown,unknown,unknown,borehole,hand pump,non functional,7,41
10.0,2013-06-04,1079,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002000,gravity,per bucket,good,enough,spring,communal standpipe,functional,6,43
0.0,2011-07-19,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,never pay,good,insufficient,borehole,hand pump,functional,7,41
0.0,2011-08-06,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,improved spring,functional,8,41
0.0,2011-03-03,2457,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002010,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-04-14,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,other,on failure,good,enough,shallow well,other,non functional,4,41
0.0,2012-10-12,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
0.0,2012-10-12,0,Internal,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,gravity,unknown,good,seasonal,rainwater harvesting,other,functional,10,42
0.0,2012-10-05,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,insufficient,shallow well,hand pump,functional,10,42
0.0,2011-07-27,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2012-10-04,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
50.0,2011-03-19,38,Wami/Ruvu,Pwani,1,Water authority,True,1970-01-01 00:00:00.000002009,motorpump,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-07-17,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,shallow well,hand pump,non functional,7,41
50.0,2011-03-12,288,Wami/Ruvu,Pwani,20,WUA,True,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
100.0,2013-02-03,-28,Ruvuma/Southern Coast,Mtwara,120,Private operator,True,1970-01-01 00:00:00.000002012,submersible,per bucket,salty,enough,borehole,other,functional,2,43
0.0,2011-07-18,1643,Lake Rukwa,Rukwa,750,VWC,False,1970-01-01 00:00:00.000001985,handpump,unknown,salty,insufficient,borehole,hand pump,functional,7,41
10.0,2013-04-03,1065,Pangani,Kilimanjaro,70,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,4,43
0.0,2011-07-28,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,enough,shallow well,hand pump,functional,7,41
0.0,2011-04-16,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,other,on failure,good,enough,shallow well,other,non functional,4,41
1000.0,2011-02-21,1736,Rufiji,Iringa,2100,VWC,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
0.0,2011-08-11,763,Lake Tanganyika,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001984,handpump,never pay,good,enough,shallow well,hand pump,non functional,8,41
50.0,2011-02-25,-4,Wami/Ruvu,Pwani,8,Company,True,1970-01-01 00:00:00.000002004,motorpump,per bucket,good,enough,river/lake,communal standpipe,functional,2,41
0.0,2013-01-18,374,Ruvuma/Southern Coast,Lindi,200,VWC,False,1970-01-01 00:00:00.000000000,other,never pay,good,seasonal,shallow well,other,non functional,1,43
0.0,2011-04-03,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,per bucket,good,enough,spring,communal standpipe,functional,4,41
0.0,2011-04-16,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,other,on failure,good,enough,shallow well,other,non functional,4,41
0.0,2011-07-10,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,7,41
0.0,2013-02-17,1002,Lake Nyasa,Ruvuma,60,WUG,False,1970-01-01 00:00:00.000001989,handpump,on failure,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-07-31,0,Lake Victoria,Kagera,0,WUG,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2011-08-04,1646,Lake Tanganyika,Rukwa,150,VWC,False,1970-01-01 00:00:00.000001991,handpump,never pay,good,enough,borehole,hand pump,functional,8,41
0.0,2013-02-05,412,Ruvuma/Southern Coast,Mtwara,256,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,spring,other,non functional,2,43
50.0,2011-03-22,-6,Wami/Ruvu,Pwani,50,Company,True,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-03-12,1694,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
0.0,2011-07-24,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,spring,communal standpipe,functional,7,41
0.0,2013-02-07,803,Lake Tanganyika,Kigoma,755,Parastatal,True,1970-01-01 00:00:00.000002010,handpump,unknown,good,insufficient,borehole,hand pump,functional,2,43
0.0,2013-07-03,1277,Pangani,Arusha,500,WUA,False,1970-01-01 00:00:00.000002002,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional,7,43
500.0,2011-03-15,891,Wami/Ruvu,Morogoro,580,VWC,True,1970-01-01 00:00:00.000001982,handpump,on failure,good,enough,shallow well,hand pump,non functional,3,41
0.0,2013-03-19,1280,Internal,Arusha,330,VWC,True,1970-01-01 00:00:00.000002003,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,3,43
0.0,2013-03-19,1150,Pangani,Kilimanjaro,1,VWC,True,1970-01-01 00:00:00.000001974,gravity,unknown,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2013-02-23,1604,Internal,Manyara,400,VWC,True,1970-01-01 00:00:00.000001971,gravity,never pay,good,enough,spring,communal standpipe,functional,2,43
0.0,2013-03-19,2,Wami/Ruvu,Dar es Salaam,89,VWC,False,1970-01-01 00:00:00.000002000,handpump,never pay,salty,insufficient,borehole,hand pump,non functional,3,43
0.0,2012-10-15,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,borehole,hand pump,functional,10,42
0.0,2013-01-19,333,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,insufficient,borehole,communal standpipe,non functional,1,43
0.0,2013-01-17,1287,Lake Tanganyika,Kigoma,1,VWC,False,1970-01-01 00:00:00.000002013,gravity,unknown,good,enough,spring,improved spring,non functional,1,43
0.0,2012-11-04,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,11,42
0.0,2011-08-12,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,seasonal,shallow well,hand pump,non functional,8,41
0.0,2013-02-26,698,Ruvuma/Southern Coast,Ruvuma,100,Parastatal,False,1970-01-01 00:00:00.000002012,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,2,43
1000.0,2011-03-04,1427,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001983,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-01-27,381,Ruvuma/Southern Coast,Lindi,410,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,spring,communal standpipe,non functional,1,43
0.0,2013-02-06,1258,Lake Tanganyika,Kigoma,400,VWC,False,1970-01-01 00:00:00.000002003,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,functional needs repair,2,43
0.0,2013-02-18,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-07-11,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,monthly,good,enough,shallow well,hand pump,non functional,7,41
300.0,2011-03-23,281,Rufiji,Morogoro,250,VWC,True,1970-01-01 00:00:00.000002008,handpump,on failure,good,enough,shallow well,hand pump,functional,3,41
200.0,2011-02-28,405,Wami/Ruvu,Morogoro,70,VWC,True,1970-01-01 00:00:00.000002004,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,41
0.0,2011-04-02,1101,Wami/Ruvu,Morogoro,200,VWC,True,1970-01-01 00:00:00.000001974,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,4,41
0.0,2013-02-26,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional,2,43
0.0,2013-02-26,1408,Internal,Manyara,1968,VWC,True,1970-01-01 00:00:00.000002001,handpump,never pay,good,dry,rainwater harvesting,hand pump,non functional,2,43
0.0,2011-03-14,166,Pangani,Tanga,90,VWC,False,1970-01-01 00:00:00.000001999,gravity,never pay,good,seasonal,spring,communal standpipe,functional,3,41
50.0,2013-03-14,-27,Wami/Ruvu,Dar es Salaam,86,SWC,False,1970-01-01 00:00:00.000002000,motorpump,per bucket,salty,dry,borehole,communal standpipe,non functional,3,43
0.0,2012-10-26,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,dry,dam,communal standpipe,non functional,10,42
0.0,2013-01-25,416,Ruvuma/Southern Coast,Mtwara,1,VWC,True,1970-01-01 00:00:00.000001982,motorpump,unknown,salty,enough,borehole,communal standpipe,non functional,1,43
500.0,2013-10-02,532,Lake Nyasa,Ruvuma,60,VWC,True,1970-01-01 00:00:00.000001992,gravity,monthly,good,enough,spring,communal standpipe,functional,10,43
0.0,2012-10-18,0,Lake Rukwa,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,dry,shallow well,hand pump,non functional,10,42
0.0,2011-07-09,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,7,41
50.0,2013-02-16,957,Ruvuma/Southern Coast,Ruvuma,0,VWC,True,1970-01-01 00:00:00.000002009,other,per bucket,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2011-03-31,0,Rufiji,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,river/lake,communal standpipe,functional,3,41
0.0,2013-03-20,1047,Lake Nyasa,Ruvuma,0,Other,True,1970-01-01 00:00:00.000001990,handpump,on failure,good,seasonal,shallow well,hand pump,functional,3,43
200.0,2013-01-17,549,Ruvuma/Southern Coast,Lindi,1,WUA,False,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,non functional,1,43
0.0,2013-02-07,1311,Lake Tanganyika,Kigoma,230,VWC,False,1970-01-01 00:00:00.000001978,submersible,unknown,good,dry,river/lake,communal standpipe,non functional,2,43
0.0,2011-04-23,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,shallow well,hand pump,non functional,4,41
0.0,2011-07-26,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,other,functional,7,41
30.0,2011-03-14,148,Wami/Ruvu,Pwani,20,WUA,True,1970-01-01 00:00:00.000002003,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
500.0,2011-03-04,1360,Rufiji,Iringa,50,WUA,True,1970-01-01 00:00:00.000001978,gravity,monthly,good,enough,river/lake,communal standpipe,functional,3,41
10.0,2013-03-04,1515,Internal,Arusha,200,VWC,True,1970-01-01 00:00:00.000002002,gravity,per bucket,good,insufficient,river/lake,communal standpipe,functional,3,43
0.0,2012-10-26,0,Lake Victoria,Mwanza,0,WUG,False,1970-01-01 00:00:00.000000000,other,unknown,good,enough,shallow well,other,non functional,10,42
0.0,2011-03-12,1681,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
250.0,2013-02-13,1313,Lake Tanganyika,Kigoma,350,Water authority,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,river/lake,communal standpipe,functional,2,43
